motion_id,meeting_id,meeting_type,vote_date,vote_number,agenda_description,vote_start_date_time,decision,member_vote_count,vote_counts
18308-8629,18308,Special Council,2022-06-29,8629,1. 2023-2026 Capital Plan: Final Plan,2022-06-29T16:21:45-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18308-8628,18308,Special Council,2022-06-29,8628,1. 2023-2026 Capital Plan: Final Plan,2022-06-29T16:20:30-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18308-8627,18308,Special Council,2022-06-29,8627,1. 2023-2026 Capital Plan: Final Plan,2022-06-29T16:18:20-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18308-8626,18308,Special Council,2022-06-29,8626,1. 2023-2026 Capital Plan: Final Plan,2022-06-29T16:17:51-07:00,Carried,11,"{""In Favour"": 6, ""In Opposition"": 4, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18308-8625,18308,Special Council,2022-06-29,8625,1. 2023-2026 Capital Plan: Final Plan,2022-06-29T16:11:44-07:00,Lost,11,"{""In Favour"": 4, ""In Opposition"": 6, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18308-8624,18308,Special Council,2022-06-29,8624,1. 2023-2026 Capital Plan: Final Plan,2022-06-29T15:56:56-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18308-8623,18308,Special Council,2022-06-29,8623,1. 2023-2026 Capital Plan: Final Plan,2022-06-29T15:43:24-07:00,Lost,11,"{""In Favour"": 2, ""In Opposition"": 9, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18308-8622,18308,Special Council,2022-06-29,8622,1. 2023-2026 Capital Plan: Final Plan,2022-06-29T15:31:47-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18308-8621,18308,Special Council,2022-06-29,8621,1. 2023-2026 Capital Plan: Final Plan,2022-06-29T15:30:40-07:00,Carried,11,"{""In Favour"": 6, ""In Opposition"": 4, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18308-8620,18308,Special Council,2022-06-29,8620,1. 2023-2026 Capital Plan: Final Plan,2022-06-29T15:12:27-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18308-8619,18308,Special Council,2022-06-29,8619,1. 2023-2026 Capital Plan: Final Plan,2022-06-29T15:08:55-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18271-8618,18271,Public Hearing,2022-06-28,8618,2. CD-1 Rezoning: 2970 Kingsway,2022-06-28T19:49:12-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 1, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18271-8617,18271,Public Hearing,2022-06-28,8617,2. CD-1 Rezoning: 2970 Kingsway - amendment,2022-06-28T19:44:27-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18271-8616,18271,Public Hearing,2022-06-28,8616,1. Rezoning: 156-180 West 2nd Avenue,2022-06-28T18:53:27-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18212-8613,18212,Public Hearing,2022-06-23,8613,"4. CD-1 Rezoning: 450-496 Prior Street, 550 Malkin Avenue and",2022-06-23T20:39:17-07:00,Carried,11,"{""In Favour"": 9, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18212-8612,18212,Public Hearing,2022-06-23,8612,3.\tCD-1 Rezoning: 524-526 Granville Street,2022-06-23T18:51:31-07:00,Carried,11,"{""In Favour"": 8, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18212-8611,18212,Public Hearing,2022-06-23,8611,2. CD-1 Text Amendment: 500-650 West 57th Avenue (Pearson Dogwood),2022-06-23T18:40:00-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 1, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18212-8610,18212,Public Hearing,2022-06-23,8610,"1. Heritage Designation - 365 Railway Street, Fleck Brothers Warehouse",2022-06-23T18:14:24-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8609,18211,Policy & Strategic Priorities,2022-06-22,8609,6. Amending By-Law No.11529 Mayor and Councillor Expenses to Clearly Define Eligible and Prohibited Uses of Discretionary Funds (Member's Motion B.5),2022-06-22T22:01:00-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8608,18211,Policy & Strategic Priorities,2022-06-22,8608,5. Strengthening the City of Vancouver's Ethical Purchasing Policy (Member's Motion B.4) - section B,2022-06-22T21:56:31-07:00,Carried,11,"{""In Favour"": 5, ""In Opposition"": 3, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8606,18211,Policy & Strategic Priorities,2022-06-22,8606,5. Strengthening the City of Vancouver's Ethical Purchasing Policy (Member's Motion B.4) - section A,2022-06-22T21:54:48-07:00,Carried Unanimously,11,"{""In Favour"": 5, ""In Opposition"": 0, ""Abstain"": 3, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8605,18211,Policy & Strategic Priorities,2022-06-22,8605,5. Strengthening the City of Vancouver's Ethical Purchasing Policy (Member's Motion B.4) - amendment,2022-06-22T21:49:41-07:00,Carried,11,"{""In Favour"": 6, ""In Opposition"": 1, ""Abstain"": 2, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8604,18211,Policy & Strategic Priorities,2022-06-22,8604,5. Strengthening the City of Vancouver's Ethical Purchasing Policy (Member's Motion B.4) - amendment,2022-06-22T21:46:40-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8603,18211,Policy & Strategic Priorities,2022-06-22,8603,5. Strengthening the City of Vancouver's Ethical Purchasing Policy (Member's Motion B.4) - referral,2022-06-22T21:37:17-07:00,Lost,11,"{""In Favour"": 5, ""In Opposition"": 5, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8602,18211,Policy & Strategic Priorities,2022-06-22,8602,5. Strengthening the City of Vancouver's Ethical Purchasing Policy (Member's Motion B.4) - reconsidered,2022-06-22T21:36:06-07:00,Carried,11,"{""In Favour"": 7, ""In Opposition"": 3, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8601,18211,Policy & Strategic Priorities,2022-06-22,8601,5. Strengthening the City of Vancouver's Ethical Purchasing Policy (Member's Motion B.4) - amendment,2022-06-22T21:26:13-07:00,Carried,11,"{""In Favour"": 4, ""In Opposition"": 4, ""Abstain"": 2, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8600,18211,Policy & Strategic Priorities,2022-06-22,8600,4. Vancouver Civic Theatres Visioning Road Map (Member's Motion B.2),2022-06-22T20:35:27-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8599,18211,Policy & Strategic Priorities,2022-06-22,8599,1. Broadway Plan - B,2022-06-22T20:15:43-07:00,Carried,11,"{""In Favour"": 7, ""In Opposition"": 4, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8598,18211,Policy & Strategic Priorities,2022-06-22,8598,1. Broadway Plan - A,2022-06-22T20:14:52-07:00,Carried,11,"{""In Favour"": 7, ""In Opposition"": 4, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8597,18211,Policy & Strategic Priorities,2022-06-22,8597,1. Broadway Plan - A subsection 1,2022-06-22T20:14:02-07:00,Carried,11,"{""In Favour"": 9, ""In Opposition"": 1, ""Abstain"": 1, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8596,18211,Policy & Strategic Priorities,2022-06-22,8596,1. Broadway Plan - A subsection 2,2022-06-22T20:13:02-07:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8595,18211,Policy & Strategic Priorities,2022-06-22,8595,1. Broadway Plan - A subsection 3,2022-06-22T20:12:17-07:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8594,18211,Policy & Strategic Priorities,2022-06-22,8594,1. Broadway Plan - A subsection 3 - reconsideration,2022-06-22T20:09:34-07:00,Carried,11,"{""In Favour"": 10, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8593,18211,Policy & Strategic Priorities,2022-06-22,8593,1. Broadway Plan - A subsection four,2022-06-22T20:05:21-07:00,Lost,11,"{""In Favour"": 4, ""In Opposition"": 7, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8592,18211,Policy & Strategic Priorities,2022-06-22,8592,1. Broadway Plan - C to G,2022-06-22T20:00:36-07:00,Carried,11,"{""In Favour"": 8, ""In Opposition"": 3, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8591,18211,Policy & Strategic Priorities,2022-06-22,8591,1. Broadway Plan - H,2022-06-22T19:59:01-07:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8590,18211,Policy & Strategic Priorities,2022-06-22,8590,1. Broadway Plan - I,2022-06-22T19:58:06-07:00,Carried,11,"{""In Favour"": 7, ""In Opposition"": 2, ""Abstain"": 2, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8588,18211,Policy & Strategic Priorities,2022-06-22,8588,1. Broadway Plan - J,2022-06-22T19:55:41-07:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8587,18211,Policy & Strategic Priorities,2022-06-22,8587,1. Broadway Plan - K section 1,2022-06-22T19:54:51-07:00,Carried,11,"{""In Favour"": 9, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8586,18211,Policy & Strategic Priorities,2022-06-22,8586,1. Broadway Plan - K section 2,2022-06-22T19:54:17-07:00,Carried,11,"{""In Favour"": 8, ""In Opposition"": 3, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8585,18211,Policy & Strategic Priorities,2022-06-22,8585,1. Broadway Plan - K section 3,2022-06-22T19:53:23-07:00,Carried,11,"{""In Favour"": 9, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8584,18211,Policy & Strategic Priorities,2022-06-22,8584,1. Broadway Plan - L to M,2022-06-22T19:52:28-07:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8583,18211,Policy & Strategic Priorities,2022-06-22,8583,1. Broadway Plan - N,2022-06-22T19:51:07-07:00,Carried,11,"{""In Favour"": 10, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8582,18211,Policy & Strategic Priorities,2022-06-22,8582,1. Broadway Plan - O,2022-06-22T19:50:35-07:00,Carried,11,"{""In Favour"": 10, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8580,18211,Policy & Strategic Priorities,2022-06-22,8580,1. Broadway Plan - P,2022-06-22T19:49:37-07:00,Carried,11,"{""In Favour"": 10, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8579,18211,Policy & Strategic Priorities,2022-06-22,8579,1. Broadway Plan - Q to T,2022-06-22T19:49:01-07:00,Carried,11,"{""In Favour"": 10, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8578,18211,Policy & Strategic Priorities,2022-06-22,8578,"1. Broadway Plan - U (a,b)",2022-06-22T19:48:14-07:00,Carried,11,"{""In Favour"": 6, ""In Opposition"": 5, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8577,18211,Policy & Strategic Priorities,2022-06-22,8577,"1. Broadway Plan - U (c,d)",2022-06-22T19:47:30-07:00,Carried,11,"{""In Favour"": 9, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8576,18211,Policy & Strategic Priorities,2022-06-22,8576,1. Broadway Plan - V to Y,2022-06-22T19:46:44-07:00,Carried,11,"{""In Favour"": 9, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8575,18211,Policy & Strategic Priorities,2022-06-22,8575,1. Broadway Plan - Z,2022-06-22T19:45:49-07:00,Carried,11,"{""In Favour"": 9, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8574,18211,Policy & Strategic Priorities,2022-06-22,8574,1. Broadway Plan - AA,2022-06-22T19:44:05-07:00,Carried,11,"{""In Favour"": 7, ""In Opposition"": 3, ""Abstain"": 1, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8573,18211,Policy & Strategic Priorities,2022-06-22,8573,1. Broadway Plan - amendment AA,2022-06-22T18:45:12-07:00,Carried,11,"{""In Favour"": 8, ""In Opposition"": 2, ""Abstain"": 1, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8572,18211,Policy & Strategic Priorities,2022-06-22,8572,1. Broadway Plan - amendment to G,2022-06-22T18:37:39-07:00,Carried,11,"{""In Favour"": 10, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8571,18211,Policy & Strategic Priorities,2022-06-22,8571,1. Broadway Plan - amendment to the amendment G,2022-06-22T18:36:49-07:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8570,18211,Policy & Strategic Priorities,2022-06-22,8570,1. Broadway Plan - amendment third clause,2022-06-22T17:11:34-07:00,Lost,11,"{""In Favour"": 2, ""In Opposition"": 9, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8569,18211,Policy & Strategic Priorities,2022-06-22,8569,1. Broadway Plan - amendment second clause,2022-06-22T17:09:58-07:00,Lost,11,"{""In Favour"": 1, ""In Opposition"": 10, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8568,18211,Policy & Strategic Priorities,2022-06-22,8568,1. Broadway Plan - amendment first clause,2022-06-22T17:08:56-07:00,Lost,11,"{""In Favour"": 3, ""In Opposition"": 8, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8567,18211,Policy & Strategic Priorities,2022-06-22,8567,1. Broadway Plan - amendment Z,2022-06-22T16:22:21-07:00,Carried,11,"{""In Favour"": 8, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8566,18211,Policy & Strategic Priorities,2022-06-22,8566,1. Broadway Plan - amendment to the amendment,2022-06-22T16:20:56-07:00,Carried,11,"{""In Favour"": 8, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8565,18211,Policy & Strategic Priorities,2022-06-22,8565,1. Broadway Plan - amendment A (iv),2022-06-22T15:52:05-07:00,Carried,11,"{""In Favour"": 5, ""In Opposition"": 4, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8564,18211,Policy & Strategic Priorities,2022-06-22,8564,1. Broadway Plan - amendment Y,2022-06-22T15:40:35-07:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8563,18211,Policy & Strategic Priorities,2022-06-22,8563,"2. Vancouver Development Cost Levy By-law Updates (2023-2032) - sections B, D to J",2022-06-22T15:35:41-07:00,Carried,11,"{""In Favour"": 6, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8562,18211,Policy & Strategic Priorities,2022-06-22,8562,2. Vancouver Development Cost Levy By-law Updates (2023-2032) - section K,2022-06-22T15:34:56-07:00,Carried,11,"{""In Favour"": 7, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8561,18211,Policy & Strategic Priorities,2022-06-22,8561,2. Vancouver Development Cost Levy By-law Updates (2023-2032) - sections A and C,2022-06-22T15:33:36-07:00,Carried,11,"{""In Favour"": 5, ""In Opposition"": 3, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8560,18211,Policy & Strategic Priorities,2022-06-22,8560,2. Vancouver Development Cost Levy By-law Updates (2023-2032) - amendment,2022-06-22T15:21:19-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8559,18211,Policy & Strategic Priorities,2022-06-22,8559,1. Broadway Plan - varying agenda order,2022-06-22T14:13:06-07:00,Carried,11,"{""In Favour"": 6, ""In Opposition"": 2, ""Abstain"": 1, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8558,18211,Policy & Strategic Priorities,2022-06-22,8558,3. Contract Award for the Provision of Mobility Services and Devices for the City of Vancouver,2022-06-22T12:08:54-07:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8557,18211,Policy & Strategic Priorities,2022-06-22,8557,1. Broadway Plan - amendment X,2022-06-22T12:04:22-07:00,Carried,11,"{""In Favour"": 6, ""In Opposition"": 4, ""Abstain"": 1, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8556,18211,Policy & Strategic Priorities,2022-06-22,8556,1. Broadway Plan - amendment to the amendment X,2022-06-22T12:02:52-07:00,Carried,11,"{""In Favour"": 5, ""In Opposition"": 4, ""Abstain"": 2, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8555,18211,Policy & Strategic Priorities,2022-06-22,8555,1. Broadway Plan - amendment W,2022-06-22T11:10:48-07:00,Carried,11,"{""In Favour"": 8, ""In Opposition"": 3, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18211-8554,18211,Policy & Strategic Priorities,2022-06-22,8554,1. Broadway Plan - reconsidered,2022-06-22T11:09:51-07:00,Carried,11,"{""In Favour"": 9, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
