motion_id,meeting_id,meeting_type,vote_date,vote_number,agenda_description,vote_start_date_time,decision,member_vote_count,vote_counts
18379-9313,18379,Council,2023-06-13,9313,"Directions Report: Consideration of Modification to Conditions of Approval
1616-1698 West Georgia Street, CD-1 (812)",2023-06-13T11:57:38-07:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18379-9312,18379,Council,2023-06-13,9312,"Plumbing and Administrative Amendments to the Vancouver Building By-law, Water Works By-law and By-law Notice Enforcement By-law",2023-06-13T11:57:12-07:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18379-9309,18379,Council,2023-06-13,9309,FCM Resolution for Submission: Building an Advocacy Case to Increase Government of Canada Support for Literacy Programs,2023-06-13T11:54:49-07:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18379-9308,18379,Council,2023-06-13,9308,Appointment of Council Liaisons to Civic Agencies,2023-06-13T11:30:09-07:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18379-9307,18379,Council,2023-06-13,9307,Permitting and Licensing Update,2023-06-13T11:21:21-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 2, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18446-9306,18446,Auditor General Committee,2023-06-01,9306,1. The Permitting Program Cost Recovery Model Transmittal Report,2023-06-01T10:26:45-07:00,Carried Unanimously,6,"{""In Favour"": 5, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18376-9305,18376,Policy & Strategic Priorities,2023-05-31,9305,A2. Ensuring Healthier Climate-Smart Homes - Final Motion,2023-05-31T17:17:15-07:00,Carried,11,"{""In Favour"": 6, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18376-9304,18376,Policy & Strategic Priorities,2023-05-31,9304,A2. Ensuring Healthier Climate-Smart Homes - Amendment,2023-05-31T17:01:14-07:00,Carried,11,"{""In Favour"": 6, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18376-9303,18376,Policy & Strategic Priorities,2023-05-31,9303,R3. Proposed Fire By-law Amendments for Notice Delivery,2023-05-31T12:30:59-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18376-9302,18376,Policy & Strategic Priorities,2023-05-31,9302,R1. Amendments to Impounding and Vehicles for Hire By-laws - Towing Rates,2023-05-31T12:29:32-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18376-9301,18376,Policy & Strategic Priorities,2023-05-31,9301,R5. Council Resolution - Supervised Consumption Spaces - Final Motion,2023-05-31T12:13:28-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18376-9300,18376,Policy & Strategic Priorities,2023-05-31,9300,R5. Council Resolution - Supervised Consumption Spaces - Amended Amendment,2023-05-31T12:12:50-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18376-9299,18376,Policy & Strategic Priorities,2023-05-31,9299,R5. Council Resolution - Supervised Consumption Spaces - Amendment to the Amendment,2023-05-31T12:11:35-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18376-9298,18376,Policy & Strategic Priorities,2023-05-31,9298,R4. Quarterly Capital Budget Adjustments and Closeouts,2023-05-31T11:39:11-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18376-9297,18376,Policy & Strategic Priorities,2023-05-31,9297,R2. Water Works & Drinking Water Conservation By-law Amendments,2023-05-31T11:33:50-07:00,Carried,11,"{""In Favour"": 6, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18375-9296,18375,Council,2023-05-30,9296,"R4. SRO Update, 2023 Low-Income Housing Survey and Proposed SRA By-Law Amendments",2023-05-30T16:24:12-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18375-9292,18375,Council,2023-05-30,9292,RR4. CD-1 Rezoning: 4261 Cambie Street and 503 West 27th Avenue,2023-05-30T12:31:30-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18375-9291,18375,Council,2023-05-30,9291,RR3. CD-1 Rezoning: 314 - 328 West Hastings Street,2023-05-30T12:31:14-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18375-9290,18375,Council,2023-05-30,9290,RR2. CD-1 Rezoning: 3132 - 3150 Rosemont Drive,2023-05-30T12:30:56-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18375-9289,18375,Council,2023-05-30,9289,RR1. CD-1 Rezoning: 5079 - 5161 Ash Street,2023-05-30T12:30:32-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18375-9288,18375,Council,2023-05-30,9288,R5. Auditor General Committee Recommendations Transmittal Report,2023-05-30T12:30:10-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18375-9287,18375,Council,2023-05-30,9287,R3. Theatre Rental Grant Allocations - Fall 2023 and Spring 2024,2023-05-30T12:29:32-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18375-9286,18375,Council,2023-05-30,9286,"R2. 2023 Cultural Grants (CASC, Cultural Spaces)",2023-05-30T12:28:53-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18375-9285,18375,Council,2023-05-30,9285,COMM 1. Changes to 2023 Council Meeting Schedule,2023-05-30T12:28:20-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18375-9284,18375,Council,2023-05-30,9284,R1. Commemorating the Komagata Maru Incident: Secondary Naming of a Street,2023-05-30T12:20:51-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18375-9283,18375,Council,2023-05-30,9283,UB1. Prioritization Framework for Planning Policy and Processing Applications,2023-05-30T11:12:08-07:00,Carried,11,"{""In Favour"": 8, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18375-9282,18375,Council,2023-05-30,9282,UB1. Prioritization Framework for Planning Policy and Processing Applications,2023-05-30T11:10:34-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18375-9281,18375,Council,2023-05-30,9281,UB1. Prioritization Framework for Planning Policy and Processing Applications,2023-05-30T10:57:46-07:00,Lost,11,"{""In Favour"": 2, ""In Opposition"": 8, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18375-9280,18375,Council,2023-05-30,9280,UB1. Prioritization Framework for Planning Policy and Processing Applications,2023-05-30T10:50:15-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18375-9279,18375,Council,2023-05-30,9279,UB1. Prioritization Framework for Planning Policy and Processing Applications,2023-05-30T10:49:28-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18375-9278,18375,Council,2023-05-30,9278,UB1. Prioritization Framework for Planning Policy and Processing Applications,2023-05-30T10:28:42-07:00,Carried,11,"{""In Favour"": 8, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18445-9277,18445,Auditor General Committee,2023-05-15,9277,1. Update to Auditor General Committee Terms of Reference,2023-05-15T14:06:06-07:00,Carried Unanimously,6,"{""In Favour"": 5, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18470-9275,18470,Public Hearing,2023-05-11,9275,6. Heritage Designation: 852 Seymour Street,2023-05-11T15:22:42-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18470-9274,18470,Public Hearing,2023-05-11,9274,5. CD-1 Rezoning: 1040-1080 Barclay Street,2023-05-11T15:12:28-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9273,18371,City Finance & Services,2023-05-10,9273,4b. Resolution - Closure and Sale of a Portion of Eveleigh Street Adjacent to 1025 Dunsmuir Street,2023-05-10T19:26:01-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9272,18371,City Finance & Services,2023-05-10,9272,4a. Closure and Sale of a Portion of Eveleigh Street Adjacent to 1025 Dunsmuir Street,2023-05-10T19:25:32-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9271,18371,City Finance & Services,2023-05-10,9271,3. Streamlining of Business Licence Types and Updates to Related By-Laws,2023-05-10T19:24:59-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9270,18371,City Finance & Services,2023-05-10,9270,9. The Bird is the Word: Elevating Vancouver's Strategy (Members Motion B.6),2023-05-10T19:16:15-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9269,18371,City Finance & Services,2023-05-10,9269,9. The Bird is the Word: Elevating Vancouver's Strategy (Members Motion B.6),2023-05-10T19:12:47-07:00,Carried,11,"{""In Favour"": 7, ""In Opposition"": 3, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9268,18371,City Finance & Services,2023-05-10,9268,8. Tracking the Broadway Plan Pace of Demoviction (Members Motion B.5),2023-05-10T18:50:15-07:00,Lost,11,"{""In Favour"": 3, ""In Opposition"": 6, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 1, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9267,18371,City Finance & Services,2023-05-10,9267,"7. A People-Focused Gastown: A Bold, Forward-Looking Vision for a Vibrant and Prosperous Neighbourhood (Members Motion B.4)",2023-05-10T18:17:19-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 1, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9266,18371,City Finance & Services,2023-05-10,9266,6. Establishing an Inter-Municipal Business Licence for Home Healthcare Support Workers (Members Motion B.3),2023-05-10T17:02:53-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 1, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9265,18371,City Finance & Services,2023-05-10,9265,5. Annual Report of the Office of the Integrity Commissioner and Review of the Code of Conduct By-law (Report 5),2023-05-10T16:48:03-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 3, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9264,18371,City Finance & Services,2023-05-10,9264,5. Annual Report of the Office of the Integrity Commissioner and Review of the Code of Conduct By-law (Report 5),2023-05-10T16:46:59-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 3, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9263,18371,City Finance & Services,2023-05-10,9263,2. REPORT BACK - Increasing the Empty Homes Tax to Five Percent and Improving Compliance,2023-05-10T16:22:20-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9262,18371,City Finance & Services,2023-05-10,9262,2. REPORT BACK - Increasing the Empty Homes Tax to Five Percent and Improving Compliance,2023-05-10T16:21:45-07:00,Carried,11,"{""In Favour"": 7, ""In Opposition"": 3, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9261,18371,City Finance & Services,2023-05-10,9261,2. REPORT BACK - Increasing the Empty Homes Tax to Five Percent and Improving Compliance,2023-05-10T12:28:35-07:00,Carried,11,"{""In Favour"": 9, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9260,18371,City Finance & Services,2023-05-10,9260,2. REPORT BACK - Increasing the Empty Homes Tax to Five Percent and Improving Compliance,2023-05-10T12:27:55-07:00,Lost,11,"{""In Favour"": 3, ""In Opposition"": 7, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9259,18371,City Finance & Services,2023-05-10,9259,2. REPORT BACK - Increasing the Empty Homes Tax to Five Percent and Improving Compliance,2023-05-10T12:10:40-07:00,Carried,11,"{""In Favour"": 7, ""In Opposition"": 3, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9258,18371,City Finance & Services,2023-05-10,9258,2. REPORT BACK - Increasing the Empty Homes Tax to Five Percent and Improving Compliance,2023-05-10T12:01:47-07:00,Lost,11,"{""In Favour"": 3, ""In Opposition"": 7, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9257,18371,City Finance & Services,2023-05-10,9257,2. REPORT BACK - Increasing the Empty Homes Tax to Five Percent and Improving Compliance,2023-05-10T12:00:28-07:00,Lost,11,"{""In Favour"": 4, ""In Opposition"": 6, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9256,18371,City Finance & Services,2023-05-10,9256,2. REPORT BACK - Increasing the Empty Homes Tax to Five Percent and Improving Compliance,2023-05-10T11:58:01-07:00,Lost,11,"{""In Favour"": 3, ""In Opposition"": 7, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9255,18371,City Finance & Services,2023-05-10,9255,2. REPORT BACK - Increasing the Empty Homes Tax to Five Percent and Improving Compliance,2023-05-10T11:47:40-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9254,18371,City Finance & Services,2023-05-10,9254,1e. Resolution - 2023 Tax Levies for Municipal Finance Authority of British Columbia,2023-05-10T10:04:52-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9253,18371,City Finance & Services,2023-05-10,9253,1d. Resolution - 2023 Tax Levies for British Columbia Assessment Authority,2023-05-10T10:03:26-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9252,18371,City Finance & Services,2023-05-10,9252,1c. Resolution - 2023 Tax Levies for South Coast British Columbia Transportation Authority (TransLink),2023-05-10T10:01:51-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9251,18371,City Finance & Services,2023-05-10,9251,1b. Resolution - 2023 Tax Levies for Provincial Schools,2023-05-10T10:00:40-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18371-9250,18371,City Finance & Services,2023-05-10,9250,1a. 2023 Property Taxation: Rating By-laws and Averaging Resolutions,2023-05-10T09:58:53-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18370-9249,18370,Public Hearing,2023-05-09,9249,"4. CD-1 Rezoning: 208 East 54th Avenue, 7018-7078 Main Street, and 211 East 55th Avenue",2023-05-09T21:30:00-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18370-9248,18370,Public Hearing,2023-05-09,9248,3. CD-1 Rezoning: 855-865 West 10th Avenue,2023-05-09T19:46:08-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18370-9247,18370,Public Hearing,2023-05-09,9247,2. Recalibration of Density Bonus Contributions,2023-05-09T19:34:37-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18370-9246,18370,Public Hearing,2023-05-09,9246,1. City-Initiated Zoning Changes for Townhouses and Rowhouses in the Cambie Corridor,2023-05-09T19:22:21-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18368-9220,18368,Public Hearing,2023-04-27,9220,3. Rezoning: 2126 West 34th Avenue and 5025 Arbutus Street and 2109-2129 West 35th Avenue,2023-04-27T19:27:25-07:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18368-9219,18368,Public Hearing,2023-04-27,9219,2. CD-1 Rezoning: 4065 Victoria Drive (Cedar Cottage Neighbourhood House),2023-04-27T18:42:47-07:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18368-9218,18368,Public Hearing,2023-04-27,9218,1. CD-1 Rezoning: 1045 Burnaby Street,2023-04-27T18:25:22-07:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18367-9217,18367,Policy & Strategic Priorities,2023-04-26,9217,10. Protecting People on Cornwall Avenue (Members' Motion B3),2023-04-26T19:43:31-07:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18367-9216,18367,Policy & Strategic Priorities,2023-04-26,9216,10. Protecting People on Cornwall Avenue (Members' Motion B3),2023-04-26T19:26:55-07:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18367-9215,18367,Policy & Strategic Priorities,2023-04-26,9215,10. Protecting People on Cornwall Avenue (Members' Motion B3),2023-04-26T19:25:33-07:00,Carried,11,"{""In Favour"": 4, ""In Opposition"": 3, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18367-9214,18367,Policy & Strategic Priorities,2023-04-26,9214,9. Piloting a Pedestrian Scramble Crossing Trial in Vancouver (Members' Motion B2),2023-04-26T17:51:58-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18367-9213,18367,Policy & Strategic Priorities,2023-04-26,9213,7. 212 Carrall Street - 1289491 B.C. Ltd (Smith's) Dual Licence - Liquor Primary Licence Application Liquor Establishment - Class 1,2023-04-26T16:58:53-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18367-9212,18367,Policy & Strategic Priorities,2023-04-26,9212,5. Parking Meter Fees in Chinatown,2023-04-26T16:35:24-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18367-9211,18367,Policy & Strategic Priorities,2023-04-26,9211,4. Annual Report of the Office of the Integrity Commissioner and Review of the Code of Conduct By-law,2023-04-26T16:20:47-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18367-9210,18367,Policy & Strategic Priorities,2023-04-26,9210,4. Annual Report of the Office of the Integrity Commissioner and Review of the Code of Conduct By-law,2023-04-26T16:19:59-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18367-9209,18367,Policy & Strategic Priorities,2023-04-26,9209,3. Policy Enquiry Process Directions Report - Shawn Oaks and Louis Brier Home and Hospital Unique Sites Precinct,2023-04-26T15:34:06-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 1, ""No Vote"": 0, ""Ineligible"": 0}"
18367-9208,18367,Policy & Strategic Priorities,2023-04-26,9208,3. Policy Enquiry Process Directions Report - Shawn Oaks and Louis Brier Home and Hospital Unique Sites Precinct,2023-04-26T15:30:29-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 1, ""No Vote"": 0, ""Ineligible"": 0}"
18468-9207,18468,Council,2023-04-26,9207,8. Water Works By-law Exemptions and/or Viable Exceptions for Notable Decorative City Water Features,2023-04-26T14:26:25-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18468-9206,18468,Council,2023-04-26,9206,8. Water Works By-law Exemptions and/or Viable Exceptions for Notable Decorative City Water Features,2023-04-26T14:25:35-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18468-9205,18468,Council,2023-04-26,9205,8. Water Works By-law Exemptions and/or Viable Exceptions for Notable Decorative City Water Features,2023-04-26T14:15:43-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18367-9204,18367,Policy & Strategic Priorities,2023-04-26,9204,8. 1133 Robson Street - Primary Holdings Ltd (Fantacity Restaurant) Dual Licence - Liquor Primary Licence Application Liquor Establishment Class 2,2023-04-26T12:24:37-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18367-9203,18367,Policy & Strategic Priorities,2023-04-26,9203,8. 1133 Robson Street - Primary Holdings Ltd (Fantacity Restaurant) Dual Licence - Liquor Primary Licence Application Liquor Establishment Class 2,2023-04-26T12:24:25-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
